"code","latest_ecp","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010"
"BIOM2012","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94834","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOM2013","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99918","","S1      ","S1      ","","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"BIOM2015","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97324","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"BIOM2019","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=57727","","","","","","","","","    SS  ","    SS  ","    SS  "
"BIOM2020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99894","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1  SS  ","","",""
"BIOM2009","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98006","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"BIOM2052","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99193","","S1      ","S1      ","S1      ","S1      ","","","","","",""
"BIOM2071","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97974","","S1      ","S1      ","","","","","","","",""
"BIOM2208","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90586","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOM2222","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95153","","  S2    ","  S2    ","","","","","","","",""
"BIOM2402","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92401","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOM3002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96758","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"BIOM3003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91837","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOM2070","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97915","","S1      ","S1      ","","","","","","","",""
"BIOM3010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98629","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"BIOM3011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93592","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOM3014","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96777","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"BIOM3015","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90596","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOM3020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98685","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","","",""
"BIOM3200","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93081","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOM3333","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93681","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOM3401","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96175","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"BIOM3402","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91284","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOM6102","","","","","","","","","","","S1      ","S1      "
"BIOM6103","","","","","","","","","","","",""
"BIOM6104","","","","","","","","","","","  S2    ","  S2    "
"BIOM6105","","","","","","","","","","","","S1S2    "
"BIOM6191","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99954","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"BIOM6192","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94858","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"BIOM6193","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91798","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ",""
"BIOM6301","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=35190","","","","","","","","","","","S1S2    "
"BIOM6101","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=35470","","","","","","","","","","S1      ","S1      "
"BIOM6501","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96122","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"BIOM6401","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=35191","","","","","","","","","","","S1S2    "
"BIOM6502","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92388","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"BIOM6503","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=75881","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ",""
"BIOM6504","","","","","S1      ","S1      ","S1      ","","","","",""
"BIOM6505","","","","","","  S2    ","  S2    ","","","","",""
"BIOM6506","","","","","","","","","","","",""
"BIOM6520","","","","","","","","S1      ","S1      ","S1      ","S1      ",""
"BIOM6521","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=46606","","","","","","","  S2    ","  S2    ","  S2    ","  S2    ",""
"BIOM7121","","","","","","","","","","","",""
"BIOT2002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91327","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOT3002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96106","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"BIOT3004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91198","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","S1S2    ","  S2    ","  S2    "
"BIOT3007","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90025","","    SS  ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  "
"BIOT3009","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99895","","S1      ","S1      ","S1      ","","","","","","",""
"BIOT4000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=35531","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"BIOT4002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=83047","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2    ","S1S2    "
"BIOT4039","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=40528","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2    ","S1S2    "
"BIOT4020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=37994","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2    ","S1S2    "
"BIOT4070","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=76652","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2    ","S1S2    "
"BIOT4071","","","","","","","","","","","",""
"BIOT6006","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=66250","","","","","","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOT6007","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=35532","","","","","","","","","","","S1      "
"BIOT4001","","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2SS  ","S1S2SS  ","S1S2    ","S1S2    "
"BIOT6011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95705","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"BIOT6010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95729","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"BIOT6012","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96548","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"BIOT6015","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95715","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"BIOT6014","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95744","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"BIOT6016","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=38005","","","","","","","","","S1S2    ","S1S2    ","S1S2    "
"BIOT6121","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99950","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"BIOT6122","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93586","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"BIOT6123","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=81121","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ",""
"BIOT6124","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=72829","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"BIOT6125","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"BIOT7000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99705","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"BIOT7001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97127","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"BIOT7002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94961","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOT7003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95748","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"BIOT7004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95716","","    SS  ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  ","    SS  "
"BIOT7008","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=36317","","","","","","","","","","","  S2    "
"BIOT7005","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92623","","  S2    ","  S2    ","S1S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOT6013","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=38232","","","","","","","","","S1S2    ","S1S2    ","S1S2SS  "
"BIOT7009","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=79741","","","","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"BIOT7010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95717","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"BIOT7011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95733","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"BIOT7013","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=38009","","","","","","","","","S1S2    ","S1S2SS  ","S1S2SS  "
"BIOT7012","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95737","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"BIOT7014","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95719","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"BIOT7015","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95741","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"BIOT7016","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=38132","","","","","","","","","S1S2    ","S1S2    ","S1S2    "
"BIOT7019","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=88108","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2SS  ",""
"BIOT7018","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98492","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"BIOT7020","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=84976","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"BIOT7021","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94198","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"BIOT7022","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=45703","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOT7024","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95709","","S1S2SS  ","S1S2SS  ","  S2SS  ","","","","","","",""
"BIOT7025","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96592","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"BIOT7026","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93242","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"BIOT7027","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=71826","","","","","","  S2SS  ","  S2SS  ","","","",""
"BIOT7028","","","","","","","","","","","",""
"BIOT7029","","","","    SS  ","    SS  ","    SS  ","    SS  ","","","","",""
"BIOT7030","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97165","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
